pH,Temperature_C,TDS_mgL,Turbidity_NTU,WQI,split
7.399795590247255,7.773232480329927,455.124102785363,48.92441576575988,0.6481481481481481,train
7.188858869069307,7.773232480329927,524.8643936098664,41.084238393494616,0.6481481481481481,train
7.415415938180258,8.081735846542891,453.835555067846,11.129884308215438,0.6481481481481481,train
7.027309887650485,7.91951993806838,543.5301381195152,30.200691779594106,0.6388888888888888,train
7.258705331624135,7.91951993806838,447.54181312126383,21.99390034889584,0.6481481481481481,train
6.6796863538890685,8.251916938188778,428.1943365120757,22.070507025344558,0.6203703703703703,train
6.689608549855459,8.583799106912355,447.948083771849,15.131480749552235,0.6203703703703703,train
7.0755048278444495,8.422898173460988,481.5505599769942,7.861326390979183,0.6574074074074073,train
8.875063210205733,11.734395741580784,250.5425458441537,52.0017577818163,0.7222222222222222,train
7.576156261825799,8.89610346976334,432.3487457574256,13.898698906762524,0.6481481481481481,train
7.57948865365682,7.628372262726195,387.0027288888834,33.62086085930984,0.6481481481481481,train
7.799160035685543,9.794038317342654,317.30998457676213,12.914710696830674,0.6481481481481481,train
7.093221358848335,9.042884744192795,622.6584295987539,34.814796086699026,0.6296296296296295,train
7.326304710291793,8.251916938188778,391.14351288886905,22.81452372468078,0.6388888888888888,train
7.125098156081478,9.206748810241285,332.1319374381713,31.278724846695816,0.6296296296296295,train
7.367152838080853,8.422898173460988,265.8626948642847,4.47906002661279,0.6388888888888888,train
7.75091531832302,8.583799106912355,382.5890512382194,48.73033533497708,0.6481481481481481,train
7.737268015118164,2.0,1170.1888866027753,43.64638469442808,0.6574074074074073,train
7.059672497577285,8.422898173460988,455.7579301122734,57.54165621689796,0.6296296296296295,train
7.502615738663681,8.081735846542891,432.3924947388024,43.554944655953534,0.6388888888888888,train
7.535105991225459,2.0,1011.169215495645,11.405678157124823,0.6481481481481481,train
7.1745670162556845,7.170896554642734,497.3270780959501,11.987646567343733,0.6388888888888888,train
6.761963311112893,6.676133636027211,459.9301310466439,74.90723021074369,0.611111111111111,train
8.235994014382836,7.170896554642734,491.05640462158976,11.424066494184094,0.6759259259259258,train
7.699290740525773,7.320215837207156,440.2511770375591,59.56396376995848,0.6481481481481481,train
7.779197149970461,7.320215837207156,542.0378294780992,21.79440301578165,0.6574074074074073,train
7.99253978798585,7.467746756721493,539.7348264507102,11.425081431934126,0.6666666666666666,train
8.246843920107628,7.320215837207156,1493.7800805069671,29.831462698935127,0.6666666666666666,train
7.242211669931556,6.859234363689087,332.8144870108584,23.51288049910021,0.6388888888888888,train
6.849570484899413,6.676133636027211,476.613583256017,50.91385081306196,0.611111111111111,train
7.97644519852474,5.999884351825566,551.4211494215508,9.51175770115228,0.6666666666666666,train
7.776746666868186,5.999884351825566,633.2676720468222,12.490506387287514,0.6666666666666666,train
8.501060231550083,6.859234363689087,646.447616859578,2.586460961333936,0.6851851851851851,train
8.373541765226834,7.170896554642734,454.3947764888473,6.390624503627001,0.6759259259259258,train
8.206439257169158,8.081735846542891,549.0539082304413,64.19749555849032,0.6851851851851851,train
7.567927067251323,3.693153116284449,824.0737367425135,13.880628631094188,0.6388888888888888,train
6.74379316350689,5.999884351825566,481.3894315727567,27.241554736904583,0.611111111111111,train
7.399795590247255,7.773232480329927,422.0777498186001,56.48685536867555,0.6481481481481481,train
7.188858869069307,7.773232480329927,446.53004814319473,41.479140739196936,0.6481481481481481,train
7.191335733812186,7.91951993806838,397.1576346882409,15.169014053214685,0.6481481481481481,train
7.070318187467128,7.91951993806838,432.6513547755018,19.3274059316236,0.6388888888888888,train
7.82251138981557,8.081735846542891,385.8257100768213,16.076507984957004,0.6574074074074073,train
